step,channel,donor_species,recipient_species,donor_id,recipient_id,relation_hint,r_hat,r_true,donor_age,recipient_age,donor_energy_before,donor_energy_after,recipient_energy_before,recipient_energy_after,transfer_energy,benefit_B,cost_C,inclusive_score
43,pred_kin,predator,predator,376,1037,other,1.0,1.0,26,6,2.4476917541888006,2.4276917541888006,1.709660497547265,1.729660497547265,0.02,0.007894425025261331,0.003229015929805512,0.00038248222441272794
43,pred_kin,predator,predator,376,1037,other,1.0,1.0,26,6,2.4276917541888006,2.4076917541888005,1.729660497547265,1.749660497547265,0.02,0.007952935330004574,0.003254470743667137,0.000383794383054711
43,pred_kin,predator,predator,1088,1224,full_sibling,1.0,1.0,5,3,4.932066408960001,4.912066408960001,0.5143385945087999,0.5343385945088,0.02,0.002418380107122975,0.0006864086198833386,0.0005235877868981934
43,pred_kin,predator,predator,1088,1224,full_sibling,1.0,1.0,5,3,4.912066408960001,4.892066408960002,0.5343385945088,0.5543385945088,0.02,0.0024870549162027966,0.000696936072179577,0.0005474206371773212
43,pred_kin,predator,predator,738,1298,other,1.0,1.0,15,1,7.47729492992,7.457294929920001,1.6382662415532494,1.6582662415532494,0.02,0.0076563428881640805,8.891451432813113e-05,0.005125520758896356
43,pred_kin,predator,predator,738,1298,other,1.0,1.0,15,1,7.457294929920001,7.437294929920001,1.6582662415532494,1.6782662415532494,0.02,0.007727440551743625,9.039254339671121e-05,0.0051724645638846255
43,pred_kin,predator,predator,923,1115,full_sibling,1.0,1.0,9,5,5.212583935999997,5.1925839359999975,1.5823635020800007,1.6023635020800007,0.02,0.007441013258732143,0.000553206862867861,0.00528200484858018
43,pred_kin,predator,predator,923,1115,full_sibling,1.0,1.0,9,5,5.1925839359999975,5.172583935999998,1.6023635020800007,1.6223635020800007,0.02,0.007520738456358256,0.0005618548709528381,0.005335877009551408
43,pred_kin,predator,predator,256,1229,other,1.0,1.0,38,2,1.36856648704,1.34856648704,1.6373592346604346,1.6573592346604347,0.02,0.00765304126906563,0.004148507598187856,1.5710604861151993e-05
43,pred_kin,predator,predator,256,1229,other,1.0,1.0,38,2,1.34856648704,1.32856648704,1.6573592346604347,1.6773592346604347,0.02,0.00772428786453927,0.004152784307811075,5.0201015307681056e-05
43,pred_kin,predator,predator,817,1037,other,1.0,1.0,12,6,3.215049918668801,3.195049918668801,1.749660497547265,1.769660497547265,0.02,0.008007632890902394,0.0022207764569134314,0.0021103855607744757
43,pred_kin,predator,predator,817,1037,other,1.0,1.0,12,6,3.195049918668801,3.175049918668801,1.769660497547265,1.789660497547265,0.02,0.00805840393014029,0.002246131445394206,0.0021124915710359817
43,pred_kin,predator,predator,1283,1037,other,1.0,1.0,1,6,3.182093977227264,3.162093977227264,1.789660497547265,1.809660497547265,0.02,0.008105141767732804,0.002262620331655474,0.0028626399574893276
43,pred_kin,predator,predator,1283,1037,other,1.0,1.0,1,6,3.162093977227264,3.142093977227264,1.809660497547265,1.829660497547265,0.02,0.00814774728773926,0.002288169705669474,0.002864032046813671
43,pred_kin,predator,predator,367,1088,other,1.0,1.0,26,5,11.332054400000013,11.312054400000013,4.892066408960002,4.912066408960001,0.02,0.00026028505509689825,3.6171919558514176e-06,9.242775394444487e-05
43,pred_kin,predator,predator,367,1088,other,1.0,1.0,26,5,11.312054400000013,11.292054400000014,4.912066408960001,4.932066408960001,0.02,0.000251881875008686,3.677956841530161e-06,8.92662233361151e-05
43,pred_kin,predator,predator,660,881,other,1.0,1.0,19,9,8.309520040960004,8.289520040960005,2.061679191040002,2.081679191040002,0.02,0.008303480504298633,4.468006580460315e-05,0.004288493915330515
43,pred_kin,predator,predator,660,881,other,1.0,1.0,19,9,8.289520040960005,8.269520040960005,2.081679191040002,2.101679191040002,0.02,0.00828469307650792,4.5426869164755246e-05,0.004277942886714096
43,pred_kin,predator,predator,870,1229,other,1.0,1.0,10,2,5.0382695680000005,5.018269568000001,1.6773592346604347,1.6973592346604347,0.02,0.007792184387715284,0.0006328758678606494,0.0035370841310263454
43,pred_kin,predator,predator,870,1229,other,1.0,1.0,10,2,5.018269568000001,4.998269568000001,1.6973592346604347,1.7173592346604347,0.02,0.007856595629653296,0.0006426578605117639,0.0035617715873764106
43,pred_kin,predator,predator,648,860,other,1.0,1.0,19,10,5.212891390056203,5.192891390056204,2.137512945858807,2.157512945858807,0.02,0.008208483341384687,0.0005530748837450083,0.0016627837347239077
43,pred_kin,predator,predator,648,860,other,1.0,1.0,19,10,5.192891390056204,5.172891390056204,2.157512945858807,2.177512945858807,0.02,0.008172853928319901,0.0005617209891258801,0.001644519562432605
43,pred_kin,predator,predator,931,759,other,1.0,1.0,8,14,3.552957908480004,3.532957908480004,0.9821288825856003,1.0021288825856003,0.02,0.004414574975508345,0.001813975826750469,0.000511516019136668
43,pred_kin,predator,predator,931,759,other,1.0,1.0,8,14,3.532957908480004,3.5129579084800038,1.0021288825856003,1.0221288825856003,0.02,0.004515973809363583,0.0018367806827987998,0.0005421256282681173
43,pred_kin,predator,predator,734,1225,other,1.0,1.0,16,3,1.9512344960000023,1.9312344960000023,1.7029239040000024,1.7229239040000024,0.02,0.007873879539609496,0.003793177934632186,0.002295526770523024
43,pred_kin,predator,predator,734,1225,other,1.0,1.0,16,3,1.9312344960000023,1.9112344960000023,1.7229239040000024,1.7429239040000024,0.02,0.00793364730001006,0.0038119107700005372,0.0023230110816244483
43,pred_kin,predator,predator,1138,1007,other,1.0,1.0,4,7,9.008319191040012,8.988319191040013,2.9004806630400015,2.9204806630400015,0.02,0.004916498989687157,2.5017343168398654e-05,0.0010806786412207005
43,pred_kin,predator,predator,1138,1007,other,1.0,1.0,4,7,8.988319191040013,8.968319191040013,2.9204806630400015,2.9404806630400016,0.02,0.004811892655928296,2.5436507552267784e-05,0.0010567340365954213
43,pred_kin,predator,predator,499,1303,other,1.0,1.0,24,1,1.2276041125888013,1.2076041125888013,1.331713434931201,1.351713434931201,0.02,0.006254550262256409,0.0041664183886044315,0.00011602480888817015
43,pred_kin,predator,predator,499,1303,other,1.0,1.0,24,1,1.2076041125888013,1.2,1.351713434931201,1.3593175475200023,0.007604112588801337,0.0024052659301673773,0.001584184821653567,6.268254512813262e-05
43,pred_kin,predator,predator,1042,860,other,1.0,1.0,6,10,7.938852997120001,7.918852997120001,2.177512945858807,2.197512945858807,0.02,0.00813294705364731,6.073206995793612e-05,0.0027679460735893654
43,pred_kin,predator,predator,1042,860,other,1.0,1.0,6,10,7.918852997120001,7.898852997120001,2.197512945858807,2.217512945858807,0.02,0.008088848481210498,6.174516235235572e-05,0.0027515952853768345
43,pred_kin,predator,predator,770,1043,other,1.0,1.0,14,6,8.66068746496,8.640687464960001,2.166134999040002,2.186134999040002,0.02,0.008156169676509784,3.3389863893007465e-05,0.0020873632136464656
43,pred_kin,predator,predator,770,1043,other,1.0,1.0,14,6,8.640687464960001,8.620687464960001,2.186134999040002,2.206134999040002,0.02,0.008114444739936055,3.3948734202482456e-05,0.002075955097777065
43,pred_kin,predator,predator,912,964,full_sibling,1.0,1.0,9,8,14.976265216000018,14.956265216000018,3.1504742604800025,3.1704742604800025,0.02,0.003678206078009838,1.736469702473542e-07,0.0026593720546142716
43,pred_kin,predator,predator,912,964,full_sibling,1.0,1.0,9,8,14.956265216000018,14.936265216000018,3.1704742604800025,3.1904742604800025,0.02,0.003587267048037468,1.765652763996428e-07,0.002593615205957337
43,pred_kin,predator,predator,986,897,other,1.0,1.0,8,9,8.93228004096,8.91228004096,3.3288236390400017,3.3488236390400017,0.02,0.0029189143211130197,2.66486526684373e-05,0.0018459167670799557
43,pred_kin,predator,predator,986,897,other,1.0,1.0,8,9,8.91228004096,8.892280040960001,3.3488236390400017,3.3688236390400017,0.02,0.002841258771140498,2.7095060145643224e-05,0.0017956521458654452
43,pred_kin,predator,predator,1266,1179,other,1.0,1.0,1,4,5.941262062080002,5.921262062080002,2.4796252620800017,2.4996252620800017,0.02,0.007086515045699904,0.00031107636814786677,0.004039466742919483
43,pred_kin,predator,predator,1266,1179,other,1.0,1.0,1,4,5.921262062080002,5.9012620620800025,2.4996252620800017,2.5196252620800017,0.02,0.006994095014592361,0.00031610222528455356,0.00397770251338584
43,pred_kin,predator,predator,705,860,other,1.0,1.0,17,10,17.31216569600002,17.29216569600002,2.217512945858807,2.237512945858807,0.02,0.008040652243118007,2.479044902692351e-08,0.003208375143856089
43,pred_kin,predator,predator,705,860,other,1.0,1.0,17,10,17.29216569600002,17.27216569600002,2.237512945858807,2.257512945858807,0.02,0.00798846022028854,2.5207084308753736e-08,0.0031875489437452643
43,pred_kin,predator,predator,176,1115,other,1.0,1.0,41,5,2.339206574080001,2.319206574080001,1.6223635020800007,1.6423635020800007,0.02,0.007597507889684552,0.003365097087590585,0.0017591001934619457
43,pred_kin,predator,predator,176,1115,other,1.0,1.0,41,5,2.319206574080001,2.299206574080001,1.6423635020800007,1.6623635020800007,0.02,0.007671174788633661,0.0033895954629139524,0.0017842870213367378
43,pred_kin,predator,predator,1325,1271,other,1.0,1.0,0,1,12.774076416000012,12.754076416000013,2.365658196480002,2.385658196480002,0.02,0.007567081310383195,1.0879733467472619e-06,0.004969946831120727
43,pred_kin,predator,predator,1325,1271,other,1.0,1.0,0,1,12.754076416000013,12.734076416000013,2.385658196480002,2.405658196480002,0.02,0.00748910854662399,1.10625575844292e-06,0.004918705982629866
43,pred_kin,predator,predator,649,1298,other,1.0,1.0,19,1,1.8468757299200005,1.8268757299200005,1.6782662415532494,1.6982662415532495,0.02,0.007795181905556059,0.003886482390462298,0.001467671573022679
43,pred_kin,predator,predator,649,1298,other,1.0,1.0,19,1,1.8268757299200005,1.8068757299200005,1.6982662415532495,1.7182662415532495,0.02,0.007859431966423469,0.0039030617870795536,0.0014952226049464437
43,pred_kin,predator,predator,844,1261,other,1.0,1.0,10,2,15.519941568000021,15.499941568000022,5.243726365491202,5.263726365491202,0.02,0.00014586354438683724,1.1038434200028036e-07,7.063249404674149e-05
43,pred_kin,predator,predator,844,1261,other,1.0,1.0,10,2,15.499941568000022,15.479941568000022,5.263726365491202,5.2837263654912014,0.02,0.00014112223874584995,1.1223947293803604e-07,6.833113625546329e-05
43,pred_kin,predator,predator,584,1271,other,1.0,1.0,22,1,4.967696384000005,4.947696384000006,2.405658196480002,2.425658196480002,0.02,0.007408239804483574,0.0006680086961664555,0.004186226027130848
43,pred_kin,predator,predator,584,1271,other,1.0,1.0,22,1,4.947696384000006,4.927696384000006,2.425658196480002,2.445658196480002,0.02,0.007324626121845479,0.0006782814331212084,0.004121165587251177
43,pred_kin,predator,predator,1177,1322,full_sibling,1.0,1.0,4,0,8.184759936000003,8.164759936000003,4.167092782080001,4.187092782080001,0.02,0.000840036111851794,4.9546184466953136e-05,0.0002019849946026093
43,pred_kin,predator,predator,1177,1322,full_sibling,1.0,1.0,4,0,8.164759936000003,8.144759936000003,4.187092782080001,4.20709278208,0.02,0.0008138765366025869,5.0373825225880076e-05,0.00019332441819537192
43,pred_kin,predator,predator,1207,1124,other,1.0,1.0,3,5,11.326316352000015,11.306316352000016,1.3016917785600008,1.3216917785600009,0.02,0.006097349768569932,3.6345221622324786e-06,0.0017491057239705048
43,pred_kin,predator,predator,1207,1124,other,1.0,1.0,3,5,11.306316352000016,11.286316352000016,1.3216917785600009,1.3416917785600009,0.02,0.006202269619222628,3.695578047135939e-06,0.0017792048609295732
43,pred_kin,predator,predator,785,1319,other,1.0,1.0,13,0,1.7653939239936003,1.7453939239936003,1.7657473331200007,1.7857473331200007,0.02,0.008048784282200294,0.003951243051119713,0.001552598937986295
43,pred_kin,predator,predator,785,1319,other,1.0,1.0,13,0,1.7453939239936003,1.7253939239936003,1.7857473331200007,1.8057473331200007,0.02,0.008096319291698406,0.003965982923703648,0.0015703639968373886
43,pred_kin,predator,predator,612,1224,other,1.0,1.0,21,3,10.391660032000015,10.371660032000015,0.5543385945088,0.5743385945088,0.02,0.0025572558049024446,7.915664391622279e-06,0.0008099824963995237
43,pred_kin,predator,predator,612,1224,other,1.0,1.0,21,3,10.371660032000015,10.351660032000016,0.5743385945088,0.5943385945088,0.02,0.0026289899369316555,8.048569110852277e-06,0.0008327926287202972
43,pred_kin,predator,predator,638,964,other,1.0,1.0,20,8,3.606525184000001,3.586525184000001,3.1904742604800025,3.2104742604800025,0.02,0.0034977397281281686,0.0017537623831146432,0.00016617902224784313
43,pred_kin,predator,predator,638,964,other,1.0,1.0,20,8,3.586525184000001,3.566525184000001,3.2104742604800025,3.2304742604800025,0.02,0.0034096515201352817,0.0017760948642780994,9.549411609128026e-05
43,pred_kin,predator,predator,841,1037,other,1.0,1.0,11,6,2.025323518668801,2.005323518668801,1.829660497547265,1.849660497547265,0.02,0.00818612937704305,0.003720499219690976,0.00033424257055882783
43,pred_kin,predator,predator,841,1037,other,1.0,1.0,11,6,2.005323518668801,1.985323518668801,1.849660497547265,1.869660497547265,0.02,0.008220205333427155,0.0037406126782314475,0.00033100756556208276
43,pred_kin,predator,predator,893,964,other,1.0,1.0,9,8,5.012603350425598,4.992603350425599,3.2304742604800025,3.2504742604800025,0.02,0.003323026256724204,0.0006454540855331814,0.0016266804695737615
43,pred_kin,predator,predator,893,964,other,1.0,1.0,9,8,4.992603350425599,4.972603350425599,3.2504742604800025,3.2704742604800026,0.02,0.0032378843482159247,0.0006554124342541545,0.0015585059475625661
43,pred_kin,predator,predator,1078,1319,other,1.0,1.0,6,0,9.616530949120003,9.596530949120003,1.8057473331200007,1.8257473331200007,0.02,0.008139740760078562,1.5088336169255534e-05,0.00487009968755542
43,pred_kin,predator,predator,1078,1319,other,1.0,1.0,6,0,9.596530949120003,9.576530949120004,1.8257473331200007,1.8457473331200007,0.02,0.00817895597528756,1.53414484609371e-05,0.004893382177358877
43,pred_kin,predator,predator,398,845,other,1.0,1.0,25,10,7.1319464230911995,7.1119464230912,1.1377324569600018,1.1577324569600018,0.02,0.005224206547760901,0.00011814251167097112,0.0032309563168119314
43,pred_kin,predator,predator,398,845,other,1.0,1.0,25,10,7.1119464230912,7.0919464230912,1.1577324569600018,1.1777324569600018,0.02,0.005330725116553553,0.00012009923014910662,0.003297285798485672
43,pred_kin,predator,predator,609,1151,other,1.0,1.0,21,4,3.017052904960002,2.997052904960002,3.064570327040001,3.084570327040001,0.02,0.004084041466548616,0.002476502376603129,0.000674553868704816
43,pred_kin,predator,predator,609,1151,other,1.0,1.0,21,4,2.997052904960002,2.977052904960002,3.084570327040001,3.104570327040001,0.02,0.003987441846046158,0.002502826474709785,0.0005736980010331745
43,pred_kin,predator,predator,722,1007,other,1.0,1.0,16,7,4.604515240960002,4.584515240960003,2.9404806630400016,2.9604806630400016,0.02,0.0047080014153932925,0.0008779580615060345,0.0007627728144323541
43,pred_kin,predator,predator,722,1007,other,1.0,1.0,16,7,4.584515240960003,4.564515240960003,2.9604806630400016,2.9804806630400016,0.02,0.004604907645129663,0.0008910415705317698,0.0007137612932706444
43,pred_kin,predator,predator,889,1298,other,1.0,1.0,9,1,3.3935727360000016,3.3735727360000016,1.7182662415532495,1.7382662415532495,0.02,0.007920061013617863,0.002000387804649284,0.003577037115801882
43,pred_kin,predator,predator,889,1298,other,1.0,1.0,9,1,3.3735727360000016,3.3535727360000016,1.7382662415532495,1.7582662415532495,0.02,0.00797694512450764,0.002024504413929651,0.0035929791445937264
43,pred_kin,predator,predator,1237,860,other,1.0,1.0,2,10,5.890206597120006,5.870206597120006,2.257512945858807,2.277512945858807,0.02,0.007932381693448343,0.0003240608645702636,0.0014588340577777568
43,pred_kin,predator,predator,1237,860,other,1.0,1.0,2,10,5.870206597120006,5.850206597120007,2.277512945858807,2.297512945858807,0.02,0.007872532867898019,0.00032928753473304706,0.0014401556689123427
43,pred_kin,predator,predator,640,851,other,1.0,1.0,20,10,17.129637632000012,17.109637632000013,7.133256768,7.153256767999999,0.02,6.308426066969908e-06,2.8863120893340977e-08,4.272331298331123e-06
43,pred_kin,predator,predator,640,851,other,1.0,1.0,20,10,17.109637632000013,17.089637632000013,7.153256767999999,7.173256767999999,0.02,6.101686996773381e-06,2.9348202423840064e-08,4.130887929341123e-06
43,pred_kin,predator,predator,796,1298,other,1.0,1.0,13,1,5.929002580377601,5.909002580377601,1.7582662415532495,1.7782662415532495,0.02,0.008029966695363933,0.0003141479175837736,0.004417334974872493
43,pred_kin,predator,predator,796,1298,other,1.0,1.0,13,1,5.909002580377601,5.889002580377602,1.7782662415532495,1.7982662415532495,0.02,0.008079014943713214,0.00031922134426742854,0.004441162159707383
43,pred_kin,predator,predator,1066,728,other,1.0,1.0,6,16,9.324689303040017,9.304689303040018,3.8735083289600003,3.8935083289600003,0.02,0.0013265744442733096,1.9232940735247617e-05,0.0008148726672370638
43,pred_kin,predator,predator,1066,728,other,1.0,1.0,6,16,9.304689303040018,9.284689303040018,3.8935083289600003,3.9135083289600003,0.02,0.0012865847471430492,1.955541646947445e-05,0.0007894060084670055
43,pred_kin,predator,predator,941,1037,other,1.0,1.0,8,6,1.5430717670400027,1.5230717670400027,1.869660497547265,1.889660497547265,0.02,0.008249901239853974,0.004087414200589223,0.00028477948318674385
43,pred_kin,predator,predator,941,1037,other,1.0,1.0,8,6,1.5230717670400027,1.5030717670400027,1.889660497547265,1.909660497547265,0.02,0.008275152302081867,0.0040965395062896315,0.000289036463112749
43,pred_kin,predator,predator,555,1319,other,1.0,1.0,22,0,2.515873146880002,2.495873146880002,1.8457473331200007,1.8657473331200007,0.02,0.008213880558893216,0.003141199856422694,0.0014643153950733264
43,pred_kin,predator,predator,555,1319,other,1.0,1.0,22,0,2.495873146880002,2.475873146880002,1.8657473331200007,1.8857473331200008,0.02,0.008244438847210933,0.003167113173362268,0.001455536082201352
43,pred_kin,predator,predator,821,946,other,1.0,1.0,12,8,10.608788032,10.588788032,1.8445513817088008,1.8645513817088009,0.02,0.0082119141857811,6.6065457258179805e-06,0.007747598387674293
43,pred_kin,predator,predator,821,946,other,1.0,1.0,12,8,10.588788032,10.568788032,1.8645513817088009,1.8845513817088009,0.02,0.008242735531769796,6.717487975205216e-06,0.007776590895328633
43,pred_kin,predator,predator,615,1259,full_sibling,1.0,1.0,21,2,5.8124216319999995,5.792421632,1.0682826559488006,1.0882826559488006,0.02,0.004857644607724754,0.00034484566092451985,0.004006160102167359
43,pred_kin,predator,predator,615,1259,full_sibling,1.0,1.0,21,2,5.792421632,5.772421632,1.0882826559488006,1.1082826559488006,0.02,0.004962537054699373,0.0003503922515235569,0.004094565967572537
43,pred_kin,predator,predator,459,1305,other,1.0,1.0,24,0,5.930500863999995,5.910500863999996,1.7660598220800023,1.7860598220800024,0.02,0.008049558122292355,0.0003137709755851592,0.003828664495322513
43,pred_kin,predator,predator,459,1305,other,1.0,1.0,24,0,5.910500863999996,5.890500863999996,1.7860598220800024,1.8060598220800024,0.02,0.008097029613794215,0.0003188385667184379,0.0038480265172520433
43,pred_kin,predator,predator,449,1124,other,1.0,1.0,24,5,4.975845248000005,4.9558452480000055,1.3416917785600009,1.361691778560001,0.02,0.006306386796123831,0.0006638636320309699,0.0015118785641019842
43,pred_kin,predator,predator,449,1124,other,1.0,1.0,24,5,4.9558452480000055,4.935845248000006,1.361691778560001,1.381691778560001,0.02,0.006409556540744932,0.0006740787690384664,0.0015372576229459632
43,pred_kin,predator,predator,919,1275,other,1.0,1.0,9,1,13.07735193600002,13.057351936000021,6.235640942079999,6.2556409420799985,0.02,2.8123387798340005e-05,8.450294582962314e-07,1.628559911728129e-05
43,pred_kin,predator,predator,919,1275,other,1.0,1.0,9,1,13.057351936000021,13.037351936000022,6.2556409420799985,6.275640942079998,0.02,2.7202899724021457e-05,8.592298380571961e-07,1.571070742172051e-05
43,pred_kin,predator,predator,958,845,other,1.0,1.0,8,10,8.574005087948798,8.554005087948799,1.1777324569600018,1.1977324569600019,0.02,0.0054374827981305,3.588024848544258e-05,0.003362873023367856
43,pred_kin,predator,predator,958,845,other,1.0,1.0,8,10,8.554005087948799,8.534005087948799,1.1977324569600019,1.2177324569600019,0.02,0.0055443683014075595,3.6480618174850044e-05,0.0034290825117439297
43,pred_kin,predator,predator,765,964,other,1.0,1.0,14,8,11.382726251520005,11.362726251520005,3.2704742604800026,3.2904742604800026,0.02,0.0031542429308331066,3.4676926512489104e-06,0.0019666744701074728
43,pred_kin,predator,predator,765,964,other,1.0,1.0,14,8,11.362726251520005,11.342726251520006,3.2904742604800026,3.3104742604800026,0.02,0.003072116015602755,3.5259471754534033e-06,0.0019153196915232486
43,pred_kin,predator,predator,1191,881,other,1.0,1.0,3,9,2.616555543040002,2.596555543040002,2.101679191040002,2.121679191040002,0.02,0.00826138444310065,0.0030091983789313215,0.00013235202748233333
43,pred_kin,predator,predator,1191,881,other,1.0,1.0,3,9,2.596555543040002,2.576555543040002,2.121679191040002,2.141679191040002,0.02,0.008233605815535339,0.003035595567951299,9.539148079289184e-05
43,pred_kin,predator,predator,1163,1179,other,1.0,1.0,4,4,14.672935936000012,14.652935936000013,2.5196252620800017,2.5396252620800017,0.02,0.006899662573388143,2.23585242098423e-07,0.00384830629108718
43,pred_kin,predator,predator,1163,1179,other,1.0,1.0,4,4,14.652935936000013,14.632935936000013,2.5396252620800017,2.5596252620800017,0.02,0.006803375155221558,2.2734278692926324e-07,0.0037945948338415007
43,pred_kin,predator,predator,807,815,other,1.0,1.0,12,12,3.5974411746385937,3.5774411746385937,2.7816871665664014,2.8016871665664014,0.02,0.005547470741508076,0.0017638836463388374,0.0003913955797690094
43,pred_kin,predator,predator,807,815,other,1.0,1.0,12,12,3.5774411746385937,3.5574411746385937,2.8016871665664014,2.8216871665664014,0.02,0.005440583238324859,0.0017862971423791008,0.00032745461546873373
43,pred_kin,predator,predator,840,1098,other,1.0,1.0,11,5,4.517974806638595,4.497974806638595,1.2260794738588066,1.2460794738588066,0.02,0.005695854251795973,0.0009357880077959235,0.0008609290185968817
43,pred_kin,predator,predator,840,1098,other,1.0,1.0,11,5,4.497974806638595,4.477974806638596,1.2460794738588066,1.2660794738588066,0.02,0.005802560745268248,0.0009496082066966505,0.000880768630002547
43,pred_kin,predator,predator,637,1011,full_sibling,1.0,1.0,20,7,5.315780864000001,5.295780864000001,1.0183576215265284,1.0383576215265284,0.02,0.004598945527647863,0.00051050875873071,0.0009009501443395453
43,pred_kin,predator,predator,637,1011,full_sibling,1.0,1.0,20,7,5.295780864000001,5.2757808640000015,1.0383576215265284,1.0583576215265285,0.02,0.004701990548260926,0.0005185370685425461,0.0009245473040808902
43,pred_kin,predator,predator,996,1303,other,1.0,1.0,7,1,4.3205534323712005,4.300553432371201,1.3593175475200023,1.3793175475200024,0.02,0.006397363480141971,0.0010799427331388278,0.0030937044130613855
43,pred_kin,predator,predator,996,1303,other,1.0,1.0,7,1,4.300553432371201,4.280553432371201,1.3793175475200024,1.3993175475200024,0.02,0.006499575899841903,0.0010955263930877424,0.003144804250948891
43,pred_kin,predator,predator,1013,1076,other,1.0,1.0,7,6,3.2258903821312037,3.2058903821312037,1.6350342053888012,1.6550342053888012,0.02,0.007644547744739105,0.0022070848849616853,0.00522045093976558
43,pred_kin,predator,predator,1013,1076,other,1.0,1.0,7,6,3.2058903821312037,3.1858903821312037,1.6550342053888012,1.6750342053888012,0.02,0.007716174797993802,0.002232373358189599,0.005264756185071904
43,pred_kin,predator,predator,402,991,other,1.0,1.0,25,7,6.703596032000006,6.683596032000007,2.5509852454912014,2.5709852454912014,0.02,0.006747917768462397,0.00016779351120477237,0.0038662479492376873
43,pred_kin,predator,predator,402,991,other,1.0,1.0,25,7,6.683596032000007,6.663596032000007,2.5709852454912014,2.5909852454912015,0.02,0.006649037170269212,0.00017055518928588143,0.0038043734534798515
43,pred_kin,predator,predator,915,1303,other,1.0,1.0,9,1,8.222993687039997,8.202993687039998,1.3993175475200024,1.4193175475200024,0.02,0.006600560809158995,4.800143053040884e-05,0.004989194120638413
43,pred_kin,predator,predator,915,1303,other,1.0,1.0,9,1,8.202993687039998,8.182993687039998,1.4193175475200024,1.4393175475200024,0.02,0.006700165867028152,4.880341999102811e-05,0.005064405392607978
43,pred_kin,predator,predator,546,1298,other,1.0,1.0,23,1,10.279270464000005,10.259270464000005,1.7982662415532495,1.8182662415532496,0.02,0.008123986388663684,8.6920454960282e-06,0.00501802707799229
43,pred_kin,predator,predator,546,1298,other,1.0,1.0,23,1,10.259270464000005,10.239270464000006,1.8182662415532496,1.8382662415532496,0.02,0.008164785305727451,8.837971871233918e-06,0.005043125494333885
43,pred_kin,predator,predator,544,815,other,1.0,1.0,23,12,11.723183535915023,11.703183535915024,2.8216871665664014,2.8416871665664014,0.02,0.005333820256657407,2.611377457606423e-06,0.0015657737730280115
43,pred_kin,predator,predator,544,815,other,1.0,1.0,23,12,11.703183535915024,11.683183535915024,2.8416871665664014,2.8616871665664014,0.02,0.005227293225337326,2.655251143512949e-06,0.0015344061190105131
43,pred_kin,predator,predator,171,1037,parent_to_child,1.0,1.0,41,6,1.616923526823936,1.596923526823936,1.909660497547265,1.929660497547265,0.02,0.008295903146995853,0.004049121925494004,0.0003207382867429125
43,pred_kin,predator,predator,171,1037,parent_to_child,1.0,1.0,41,6,1.596923526823936,1.5769235268239359,1.929660497547265,1.9496604975472651,0.02,0.00831210807931193,0.0040601971909243195,0.00031819895618493896
43,pred_kin,predator,predator,790,1228,other,1.0,1.0,13,3,1.6035832396800012,1.5835832396800011,2.1151711509504008,2.1351711509504008,0.02,0.008243132122073615,0.004056566822106533,0.0006976221421265442
43,pred_kin,predator,predator,790,1228,other,1.0,1.0,13,3,1.5835832396800011,1.5635832396800011,2.1351711509504008,2.155171150950401,0.02,0.008212371785590311,0.004067295435053686,0.0006691526450009842
43,pred_kin,predator,predator,801,1037,other,1.0,1.0,12,6,4.138298280960001,4.118298280960001,1.9496604975472651,1.9696604975472651,0.02,0.008323731294625991,0.0012288383671146264,0.003510362213294642
43,pred_kin,predator,predator,801,1037,other,1.0,1.0,12,6,4.118298280960001,4.098298280960002,1.9696604975472651,1.9896604975472651,0.02,0.008330747047107623,0.0012461309423549283,0.0034970641276715654
43,pred_kin,predator,predator,769,845,other,1.0,1.0,14,10,3.899426423091201,3.879426423091201,1.2177324569600019,1.237732456960002,0.02,0.005651265637408531,0.0014479191155483129,0.002216809387797963
43,pred_kin,predator,predator,769,845,other,1.0,1.0,14,10,3.879426423091201,3.8594264230912008,1.237732456960002,1.257732456960002,0.02,0.005758054236281729,0.0014675084587499887,0.0022664702351257275
43,pred_kin,predator,predator,871,1124,other,1.0,1.0,10,5,4.22238803456,4.20238803456,1.381691778560001,1.401691778560001,0.02,0.006511631137681717,0.0011582073338013421,0.0018157417945805394
43,pred_kin,predator,predator,871,1124,other,1.0,1.0,10,5,4.20238803456,4.182388034560001,1.401691778560001,1.421691778560001,0.02,0.006612460252525543,0.001174703791217202,0.0018452953439702046
43,pred_kin,predator,predator,677,1037,full_sibling,1.0,1.0,18,6,7.497082432,7.4770824320000004,1.9896604975472651,2.009660497547265,0.02,0.00833313977049377,8.747571916345454e-05,0.003915968221462617
43,pred_kin,predator,predator,677,1037,full_sibling,1.0,1.0,18,6,7.4770824320000004,7.457082432000001,2.009660497547265,2.029660497547265,0.02,0.008330904151411134,8.89300918960334e-05,0.003913439802702199
43,pred_kin,predator,predator,1214,860,other,1.0,1.0,3,10,3.9588548391936005,3.9388548391936005,2.297512945858807,2.317512945858807,0.02,0.00780903637551611,0.001390847682615548,0.001113401814815038
43,pred_kin,predator,predator,1214,860,other,1.0,1.0,3,10,3.9388548391936005,3.9188548391936004,2.317512945858807,2.337512945858807,0.02,0.007742020757545376,0.0014098644101423474,0.0010728941094578122
